Event_id,Episode,Reservoir,Dam_Name,River,Year
1001097,20,Utsui,Utsui,Yamasegawa,1989
1001097,20,Utsuidaini,Utsuidaini,Ayaragigawa,1928
1001097,20,Utsuidaiichi,Utsuidaiichi,Ayaragigawa,1906
1001097,20,Utanokawa,Utanokawa,Utanokawa,1980
1001097,20,Yunohara,Yunohara,Koyagawa,1990
1001097,20,Toyotako,Koyagawa,Koyagawa,1955
1001097,20,Ubemaruyama,Ubemaruyama,Yakushigawa,1978
1001097,20,Onoko,Kotogawa,Kotogawa,1948
1001097,20,Mannenike,Mannenike,,1963
1001097,20,Abuko,Abugawa,Abugawa,1974
1001097,20,Sasanami,Sasanamigawa,Sasanamigawa,1959
1001097,20,Miyakono,Aratani,Fushinogawa,1987
1001097,20,Oharako,Sabagawa,Sabagawa,1955
1001097,20,Takaseko,Shimajigawa,Shimajigawa,1981
1001097,20,Kikukawako,Kawakami,Tondagawa,1979
1001097,20,Kodoko,Kodo,Nishikigawa,1940
1001097,20,Beisenko,Suetakegawa,Suetakegawa,1991
1001097,20,Suganoko,Sugano,Nishikigawa,1965
1001097,20,Nukumi,Nukumi,Suetakegawa,1963
1001097,20,Iiyamachosuichi,Iinoyama,Ozegawa,1932
1001097,20,Shinjuko,Ozegawa,Ozegawa,1964
1001097,20,Sufugawa,Sufugawa,Sufugawa,1961
1001097,20,Tateiwachosuichi,Tateiwa,Otagawa,1939
1001097,20,Hijiriko,Tarutoko,Shibakigawa,1957
1001097,20,Yasakako,Yasaka,Ozegawa,1990
1001097,20,Watanosechosuichi,Watanose,Kujimagawa,1956
1001097,20,Sensuiko,Odomari,Takiyamagawa,1959
1001097,20,Sakuraiko,Yato,Yatogawa,1976
1001097,20,Soryuko,Uokiri,Yahatagawa,1981
1001097,20,Myojinchosuichi,Myojin,Nabaragawa,1976
1001097,20,Nabarachosuichi,Nabara,Nabaragawa,1976
1001097,20,Honjo,Honjo,Nikogawa,1917
1001097,20,Yachiyoko,Haji,Enokawa,1973
1001097,20,Hamaharachosuichi,Hamahara,Enokawa,1953
1001097,20,Namitakijiike,Namitakijiike,Kurosegawa,1944
1001097,20,Kurose,Kurose,Kagaragawa,1987
1001097,20,Kijimako,Kijima,Kondogawa,1956
1001097,20,Kaminoseko,Kobo,Kannosegawa,1949
1001097,20,Hakuryuko,Mukunashi,Mukunashigawa,1968
1001097,20,Kunikaneike,Kunikaneike,Kunikanegawa,1953
1001097,20,Aikawa,Aikawa,Aikawa,1942
1001097,20,Seiryuko,Mitsugi,Mitsugigawa,1988
1001097,20,Shinnoko,Mikawa,Ashidagawa,1974
1001097,20,Kakiharatameike,Kakiharatameike,Nishitanigawa,1952
1001097,20,Otanichosuichi,Otani,Otanigawa,1956
1001097,20,Yamabiko,Yamasa,Yamasagawa,1980
1001097,20,Hisayamadasuigenchi,Hisayamada,Kuribaragawa,1924
1001097,20,Shirotsubakiko,Fube,Iinashigawa,1967
1001097,20,Hattorioike,Hattorioike,Hattorigawa,1931
1001097,20,Nichinanko,Sugesawa,Ingagawa,1967
1001097,20,Ryokusuiko,Kasho,Hosshojigawa,1988
1001097,20,,,,1968
1001097,20,Komoto,Komoto,Nishikawa,1964
1001097,20,Osakaike,Osakaike,Osakagawa,1965
1001097,20,Miyoshiko,Osakabegawa,Osakabegawa,1955
1001097,20,Osadamuko,Osa,Osakabegawa,1982
1001097,20,Doyo,Doyo,Doyogawa,1986
1001097,20,Yubarako,Yubara,Asahigawa,1954
1001097,20,Yashiroguchi,Yashiroguchi,Asahigawa,1954
1001097,20,Asahikawako,Asahikawa,Asahigawa,1983
1001097,20,Onbarako,Onbara,Onbaragawa,1928
1001097,20,Kuroki,Kuroki,Kuramigawa,1966
1001097,20,Ogaike,Ogaike,,1661
1001097,20,Onzuiko,Hikihara,Hikiharagawa,1957
1001097,20,Ginzanko,Ikuno,Ichikawa,1972
1001097,20,Heisoko,Heisodaiichi,Kakogawa,1966
1001097,20,Tataragi,Tataragi,Tataragigawa,1974
1001097,20,Gongenike,Gongendaiichi,Gongengawa,1981
1001097,20,Kakogawaozeki,Kakogawaozeki,Kakogawa,1988
1001097,20,Kurokawa,Kurokawa,Kurokawa,1974
1001097,20,Tsukuharako,Dondo,Yamadagawa,1989
1001097,20,Tojoko,Kamogawa,Kamogawa,1951
1001097,20,Senjojiko,Aono,Aonogawa,1987
1001097,20,Kinsenjiko,Maruyama,Funasakagawa,1977
1001097,20,Sengarisuigenchi,Sengari,Hazugawa,1919
1001097,20,Tsubaichi,Tsubaichi,Tsubaichigawa,1971
1001097,20,Kawashimogawa,Kawashimogawa,Kawashimogawa,1977
1001097,20,Chimyoko,Hitokura,Hitokuraorojigawa,1983
1001097,20,Segi,Segi,Katsuragawa,1951
1001097,20,Kisenyama,Kisenyama,Samutanigawa,1970
1001097,20,Biwako,Biwako-Kaihatsu,Sedagawa,1991
1001097,20,Okuyama,Okuyama,Ichinosegawa,1970
1001097,20,Tsukigaseko,Takayama,Nabarigawa,1968
1001097,20,Bushugaike,Bushuko,Omigawa,1920
1001097,20,Midoroike,Midoro,Hinogkawa,1970
1001097,20,Tashiroko,Tashiroike,Takikawa,1895
1001097,20,Hinogawa,Hinogawa,Hinogawa,1965
1001097,20,Oharachosuichi,Ohara,Oharagawa,1960
1001097,20,Ozuchi,Ozuchi,Yasugawa,1987
1001097,20,Hironodamuko,Hirono,Hinogawa,1975
1001099,7,,Houqiao,Pengxi,1965
1001099,7,,Shibi,Jiuxi,1958
1001099,7,,Wutan,Daluoxi,1960
1001099,7,,Shanmei,Dongxi,1972
1001099,7,,Tingxi,Tingxi,1956
1001099,7,,Lingxi,Lingxi,1956
1001099,7,,Guyang,Kuxi,1961
1001099,7,,Dongxi,Chaiqiaotouxi,1980
1001099,7,,Longmentan,Dazhangxi,n/a
1001099,7,,Dongzhen,Mulanxi,1960
1001099,7,,Yangmei,Dengfan He,1977
1001099,7,,Zheya,Shufu Jiang,n/a
1001099,7,,Jianxin,Wanjiaoxi,1974
1001099,7,,Dongzhang,Long Jiang,1958
1001099,7,,Shuikou,Min Jiang,1995
1001099,7,,Shanzi,Ao Jiang,1996
1001099,7,,Mingteh,Houlung,1970
1001099,7,,Guguan,Dajiaxi,1961
1001099,7,,Shihmen,Tahan,1964
1001100,20,,Trojes,Coahuayana,1994
1001100,20,,Chilatan,Tepalcatepec,1986
1001100,20,,Jose M. Morelos,Balsas,1968
1001100,20,,Francisco J. Mugica,Balsas,2011
1001100,20,Basilio Vadillo,Basilio Vadillo,San Migue,1973
1001100,20,Inhernillo,El Infiernillo,Balsas,1963
1001100,20,,Zicuiran,Zicuiran,1957
1001100,20,,Trigomil,Ayuquila,1993
1001100,20,,Tacotan,Amuquila,1958
1001100,20,,Cointzio,Grande de Morelia,1939
1001100,20,,El Gallo,Cutzamala,1985
1001100,20,,Andres Figueroa,Ajuchitlan,1983
1001100,20,,Vicente Guerrero,Poliutla,1968
1001100,20,,Carlos Ramirez Ulloa,Balsas,1986
1001100,20,,El Guineo,Nexpa,1985
1001101,18,Green River Lake,Green River Lake Dam,Green River,1969
1001101,18,Taylorsville Lake,Taylorsville Lake Dam,Salt River,1983
1001101,18,Nolin Lake,Nolin Lake Dam,Nolin River,1963
1001101,18,Lake Cumberland,Wolf Creek,Cumberland,1951
1001101,18,,Dix River Dam,Dix River,1925
1001101,18,,Doe Valley Lake Dam,Doe Run,1962
1001101,18,Barren River Lake,Barren River Lake Dam,Barren River,1964
1001101,18,Rough River Lake,Rough River Lake Dam,Rough River,1959
1001101,18,Dale Hollow Lake,Dale Hollow Dam,Obey River,1943
1001101,18,,Wood Creek Lake Dam,Rockcastle River,1969
1001101,18,Laurel Lake,Laurel Dam,Laurel,1973
1001101,18,,Kentucky River Lock and Dam 1,Kentucky River,1839
1001101,18,Cordell Hull Lake,Cordell Hull Dam,Cumberland River,1973
1001101,18,,Mud River Dam,Mud River,1961
1001101,18,Hardy Lake,Quick Creek Reservoir,Quick Creek,1970
1001101,18,Patoka Lake,Patoka Lake Dam,Patoka River,1978
1001101,18,Center Hill Lake,Center Hill Dam,Caney Fork River,1951
1001101,18,Old Hickory Lake,Old Hickory Dam,Cumberland River,1954
1001101,18,Glendale Reservoir,Dogwood Lake Dam,Mud Creek,1963
1001101,18,J. Percy Priest Lake,J. Percy Priest Dam,Stones River,1967
1001101,18,Buckhorn Lake,Buckhorn Lake Dam,Middlefork Kentucky River,1960
1001101,18,,West Boggs Creek Structure 1,West Boggs Creek,1971
1001101,18,,Cannon Creek Dam,Yellow Creek,1972
1001101,18,,Tansi,Basses Creek,1959
1001101,18,Cave Run Lake,Cave Run Lake Dam,Licking River,1974
1001101,18,Great Falls Lake,Great Falls,Caney Fork River,1916
1001101,18,Monroe Lake,Monroe Lake Dam,Salt Creek,1965
1001101,18,Norris Lake,Norris,Clinch River,1936
1001101,18,,Grandview Lake Dam,East Fork of White Creek,1967
1001101,18,Greenwodd Lake,Greenwood Lake Dam,First Creek,1937
1001101,18,,Sweetwater Lake Dam,Sweetwater Creek,1965
1001101,18,William H. Harsha Lake,William H. Harsha Lake Dam,East Fork of Little Miami River,1973
1001101,18,Melton Hill Lake,Melton Hill,Clinch River,1963
1001101,18,,Lake Lemon Dam,Beanblossom Creek,1952
1001101,18,Watts Bar Lake,Watts Bar,Tennessee River,1942
1001101,18,Brookville Lake,Brookville Lake Dam,East Fork of Whitewater River,1974
1001101,18,Tellico Lake,Tellico,Little Tennessee River,1979
1001101,18,Carr Creek Lake,Carr Creek Lake Dam,Carr Creek,1975
1001101,18,,Killen Station Ash Disposal Dike,Offstream Ohio River,1982
1001101,18,,Gibson Generating Plant Dam,Coffee Bayou,1973
1001101,18,Cherokee Lake,Cherokee Saddle Dam 1,Holston River,1941
1001101,18,Paintsville Lake,Paintsville Dam,Paint Creek,1980
1001101,18,Normandy Lake,Normandy,Duck River,1976
1001101,18,Grayson Lake,Grayson Dam,Little Sandy River,1968
1001101,18,Douglas Lake,Douglas,French Broad River,1943
1001101,18,Dewey Lake,Dewey Dam,Johns Creek of Levisa Fork,1949
1001101,18,,Hoosier Energy Reservoir Dam,Trib. Turtle Creek,1980
1001101,18,,Solutia 15,Cold Branch,1977
1001101,18,Lake Barkley,Barkley Dam,Cumberland,1966
1001101,18,Woods Reservoir,Elk River Dam,Elk River,1952
1001101,18,,Cowan Lake Dam,Cowan Creek,1947
1001101,18,Kentucky Lake,Kentucky,Tennessee River,1944
1001101,18,Cagles Mill Lake,Cagles Mill Lake Dam,Mill Creek,1953
1001101,18,Caesar Creek Lake,Caesar Creek Lake Dam,Caesar Creek,1976
1001101,18,Yatesville Lake,Yatesville Dam,Blaine Creek,1988
1001101,18,,Rocky Fork Lake Dam,Rocky Fork of Paint Creek,1952
1001101,18,,Calderwood,Little Tennessee River,1930
1001101,18,,Smithland Lock and Dam,Ohio River,1980
1001101,18,Tims Ford Lake,Tims Ford,Elk River,1970
1001101,18,East Fork Lake,East Fork Lake Dam,East Fork of Fox River,1972
1001101,18,Chickamauga Lake,Chickamauga,Tennessee River,1940
1001101,18,Eagle Creek Reservoir,Eagle Creek Reservoir Dam,Eagle Creek,1967
1001101,18,,Cheoah,Little Tennessee River,1919
1001101,18,Paint Creek Lake,Paint Creek Dam,Paint Creek,1973
1001101,18,,Geist Reservoir Dam,Fall Creek,1944
1001101,18,Fontana Lake,Fontana,Little Tennessee River,1944
1001101,18,Fishtrap Lake,Fishtrap Dam,Levisa Fork of Big Sandy River,1969
1001101,18,,Santeetlah,Cheoah River,1928
1001101,18,Nickajack Lake,Nickajack,Tennessee River,1967
1001101,18,Parksville Lake,Ocoee 1,Ocoee River,1911
1001101,18,Summit Lake,Big Blue River Structure 20,Big Blue River,1981
1001101,18,Apalachia Lake,Apalachia,Hiwassee River,1943
1001101,18,John W. Flannagan Lake,John W. Flannagan Dam,Pound River,1963
1001101,18,Cecil M. Harden Lake,Cecil M. Harden Lake Dam,Raccoon Creek,1960
1001101,18,East Lynn Lake,East Lynn Dam,East Fork of Twelvepole Creek,1971
1001101,18,Beech Fork Lake,Beech Fork Lake Dam,Beech Fork of Twelve Pole Creek,1976
1001101,18,Hiwassee Lake,Hiwassee,Hiwassee River,1940
1001101,18,Newton Power Station Lake,Newton Power Station Lake Dam,Weather Creek,1975
1001101,18,,Morse Reservoir Dam,Cicero Creek,1955
1001101,18,Mill Creek Impoundment 1,Mill Creek Structure 1,Mill Creek,1980
1001101,18,,Prairie Creek Reservoir Dam,Trib. White River,1959
1001101,18,,Walters,Pigeon River,1929
1001101,18,Boone Lake,Boone,South Fork of Holston River,1952
1001101,18,Lake of Egypt,Lake of Egypt Dam,South Fork of Saline River,1962
1001101,18,,Nantahala,Nantahala River,1942
1001101,18,Deer Creek Lake,Deer Creek Dam,Deer Creek,1968
1001101,18,Nottely Lake,Nottely,Nottely River,1942
1001101,18,Lake Toccoa,Blue Ridge,Toccoa River,1930
1001101,18,Rend Lake,Rend Lake Dam,Big Muddy River,1971
1001101,18,Clarence J. Brown Reservoir,Clarence J. Brown Dam,Buck Creek,1973
1001101,18,Stephen A. Forbes State Park Lake,Stephen A. Forbes State Park Lake Dam,Lost Fork Creek,1963
1001101,18,Chatuge Lake,Chatuge,Hiwassee River,1942
1001101,18,Devils Kitchen Lake,Devils Kitchen Lake Dam,Big Grassy Creek,1960
1001101,18,Little Grassy Lake,Little Grassy Lake Dam,Little Grassy Creek,1950
1001101,18,South Holston Lake,South Holston,South Fork of Holston River,1950
1001101,18,Crab Orchard Lake,Crab Orchard Lake Dam,Crab Orchard Creek,1940
1001101,18,R.D. Bailey Lake,R.D. Bailey Dam,Guyandot River,1976
1001101,18,Lake Sara,Lake Sara Dam,Blue Point Creek,1957
1001101,18,Watauga Lake,Watauga,Watauga River,1948
1001101,18,Carters Lake,Carters Main Dam,Coosawattee River,1974
1001104,24,Kasumigaura,Kasumigaura-Kaihatsu,Tonegawa,1995
1001104,24,Yamakura,Yamakura,Yamakuragawa,1964
1001104,24,Takatakiko,Takataki,Yorogawa,1990
1001104,24,Kameyamako,Kameyama,Obitsugawa,1980
1001105,27,,Tsengwen,Tsengwen,1973
1001105,27,,Wushantou,Offstream Kuantien,1930
1001105,27,,Guguan,Dajiaxi,1961
1001105,27,,Mingteh,Houlung,1970
1001105,27,,Magat,Magat,1983
1001105,27,,Ambuklao,Agno,1955
1001111,23,,Taylor Creek Structure,Taylor Creek,1969
1001111,23,,Structure 62,Ajay-Hart Canal C-29A,1969
1001111,23,,Structure 58,Trout-Joel Canal C-32C,1969
1001111,23,,Sanford Cooling Reservoir,Offstream St. Johns River,1971
1001111,23,,Structure 60,Alligator Lake,1966
1001111,23,,Martin Plant Cooling Water Reservoir,Offstream St. Lucie Canal,1981
1001111,23,,Structure 59,St. Cloud C-31,1963
1001111,23,,Structure 63,Canoe Creek C-34,1966
1001111,23,Lake Kissimmee,Structure 65,Kissimmee River C-38,1964
1001111,23,Tohopekaliga Lake,Structure 61,South Port Canal C-35,1964
1001111,23,,Structure 39,Hillsboro Canal,1952
1001111,23,Lake Oklawaha,Rodman Dam and Spillway,Oklawaha River,1968
1001111,23,Lake Eustis,Eugene J. Burrell Lock and Dam,Haines Creek,1957
1001111,23,Lake Moultrie,Pinopolis West Dam,Cooper River,1942
1001111,23,Lake Hamilton,Dam P-8,Canal P8,1965
1001111,23,Lake Fannie,Dam P-7,Canal P7,1965
1001111,23,Okeechobee,Structure 193,Taylor Creek,1972
1001111,23,Lake Smart,Dam P-6,Canal P6,1965
1001111,23,,Lake Hartridge Dam,Lake Conine,1959
1001111,23,,Jack Creek Structure,Jack Creek,1962
1001111,23,,Clear Springs CS-8,,1977
1001111,23,Lake Hancock,Dam P-11,Saddle Creek,1965
1001111,23,,Clear Springs N-12,,1968
1001111,23,,Noralyn N-14,,1974
1001111,23,,Fort Meade,,1972
1001111,23,,Noralyn N-9,,1961
1001111,23,,South Ridgewood,,1969
1001111,23,,Noralyn N-15,,1974
1001111,23,,Payne Creek Settling Area 2,,1967
1001111,23,,Structure 336,Tamiami Canal C-4,1978
1001111,23,Lake Apopka,Golf Course,Lake Tsala Apopka,1970
1001111,23,,Brogden Bridge,Lake Tsala Apopka,1972
1001111,23,,West Polk A-10,,1971
1001111,23,,Nichols N-4,,1978
1001111,23,,Area C,,1969
1001111,23,,West Polk K-1,,1966
1001111,23,,Area E,,1974
1001111,23,,Big Four Mine Dam BF-1,Lake Branch of Alfia River,1977
1001111,23,Edward Medard Reservoir,Edward Medard Reservoir Dam,Little Alafia River,1977
1001111,23,,Inglis,Withlacoochee,1909
1001111,23,,Manatee Cooling Water Reservoir,Little Manatee River,1975
1001111,23,,Lake Manatee Dam,Manatee River,1967
1001111,23,Lake Talquin,Jackson Bluff,Ochlockonee,1928
1001111,23,,Dead Lakes Dam,Chipola River,1962
1001113,8,,Pueblo Viejo,Chixoy,1983
1001113,8,,Chalillo,Macal,2006
1001113,8,Yojoa,El Pescadero,Perscadero,1964
1001113,8,,El Cajon,Comayagua,1984
1001115,1,Caliraya,Caliraya,Caliraya,1949
1001115,1,,Magat,Magat,1983
1001115,1,,Angat,Angat,1968
1001115,1,,Pantabangan,Upper Papanga,1974
1001115,1,,Masiway,Upper Papanga,1977
1001115,1,Sokobaru,Sokobaru,Sokobarugawa,1992
1001115,1,Maezato,Maezato,Miyaragawa,1982
1001115,1,Nagura,Nagura,Naguragawa,1996
1001115,1,,Ambuklao,Agno,1955
1001115,1,,Binga,Agno,1959
1001115,1,,Tsengwen,Tsengwen,1973
1001115,1,,Guguan,Dajiaxi,1961
1001115,1,,Wushantou,Offstream Kuantien,1930
1001115,1,,Shihmen,Tahan,1964
1001115,1,,Mingteh,Houlung,1970
